subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Bible Greek,ds-subject,,,Bible,http://id.worldcat.org/fast/1356024,Q4267,,,
Bible New Testament,ds-subject,,,Bible. New Testament,http://id.worldcat.org/fast/1808090,Q12598,,,
"Manuscripts, Medieval -- Massachusetts -- Williamstown",ds-subject,,,"Manuscripts, Medieval;Massachusetts--Williamstown",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1215172,Q325;Q76537,,,
Manuscripts -- Greece -- Mt. Athos -- 13th century,ds-subject,,,Manuscripts;Greece--Athos;Thirteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1202988;http://id.worldcat.org/fast/1150138,Q331;Q76534;Q245,,,
Codices (bound manuscripts),ds-subject,,,codices (bound manuscripts),http://vocab.getty.edu/aat/300224200,Q168,,,
Vellum (Parchment),ds-subject,,,vellum (parchment),http://vocab.getty.edu/aat/300011852,Q10802,,,
Canon tables,ds-subject,,,canon tables,http://vocab.getty.edu/aat/300198390,Q12537,,,
Catholic Church -- Liturgy,ds-subject,,,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579,Q310;Q207,,,
Lectionaries -- 12th century,ds-subject,,,Lectionaries;Twelfth century,http://id.worldcat.org/fast/995270;http://id.worldcat.org/fast/1159791,Q4239;Q304,,,
Lectionaries,ds-subject,,,Lectionaries,http://id.worldcat.org/fast/995270,Q4239,,,
Musical notation -- 12th century,ds-subject,,,Musical notation;Twelfth century,http://id.worldcat.org/fast/1030779;http://id.worldcat.org/fast/1159791,Q12609;Q304,,,
Bible Genesis -- Commentaries,ds-subject,,,Bible. Genesis;Commentaries,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1423723,Q7130;Q2812,,,
Sermons,ds-subject,,,Sermons,http://id.worldcat.org/fast/1113216,Q38598,,,
Bible Isaiah -- Commentaries,ds-subject,,,Bible. Isaiah;Commentaries,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1423723,Q12558;Q2812,,,
Vellum (parchment),ds-subject,,,vellum (parchment),http://vocab.getty.edu/aat/300011852,Q10802,,,
Bible Acts -- Commentaries,ds-subject,,,Bible. Acts;Commentaries,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423723,Q16304;Q2812,,,
